id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2025-07-11 02:48:28,[3],0.088,False,1238,10182,68,3,1.3.2,991152,0.030303031
dcrhive.com,mainnet,2022-06-23,2025-07-11 02:48:28,[3],1,False,292,28438,211,1,1.3.2+bec2d12a0,991152,0.007147403
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2025-07-11 02:48:28,[3],0.9500000000000001,False,119,14315,97,320,1.3.2+bec2d12a0,991152,0.0029128115
decred.stake.fun,mainnet,2021-01-28,2025-07-11 02:48:28,[3],0.5,False,51,31412,192,46,1.3.1,991152,0.0012483478
decredvoting.com,mainnet,2021-02-01,2025-07-11 02:48:28,[3],1,False,278,7812,52,1,1.3.2,991152,0.006804719000000001
stakey.net,mainnet,2020-10-22,2025-07-11 02:48:28,[3],1,False,287,35165,270,0,1.3.2+f79363a87,991152,0.007025016
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2025-07-11 02:48:28,[3],0.6900000000000001,False,1037,297903,653,897,1.4.0-pre+b0fb5469c,1692226,0.22035699
teststakepool.decred.org,testnet,2020-06-01,1970-01-01 00:00:00,,0,False,0,0,0,0,,0,0
ultravsp.uk,mainnet,2020-12-01,2025-07-11 02:48:28,[3],0.30000000000000004,False,272,18618,114,1,1.4.0-pre+015cf707b,991152,0.0066578547
vote.dcr-swiss.ch,mainnet,2023-06-30,2025-07-11 02:48:28,[3],0.18,False,1253,25079,146,1,1.3.2+bec2d12a0,991152,0.030670192000000002
vsp.dcr.farm,mainnet,2020-12-09,2025-07-11 02:48:28,[3],0.5,False,472,14595,68,2,1.3.2,991152,0.011553336
vsp.decredcommunity.org,mainnet,2020-11-05,2025-07-11 02:48:28,[3],0.49,False,321,19727,126,12,1.3.2+bec2d12a0,991152,0.007857248
vsp.stakeminer.com,mainnet,2020-11-09,2025-07-11 02:48:28,[3],1,False,211,34790,225,0,1.3.2+81acb861c,991152,0.005164733
vspd.99split.com,mainnet,2020-11-17,2025-07-11 02:48:28,[3],0.099,True,52,33879,210,104,1.3.2,991152,0.0012728252
vspd.bass.cf,mainnet,2022-05-01,2025-07-11 02:48:28,[3],0.2,False,226,28370,165,79,1.3.2,991152,0.005531894000000001
vspd.decredbrasil.com,mainnet,2020-11-22,1970-01-01 00:00:00,,0,False,0,0,0,0,,0,0
