id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2025-08-13 02:43:54,[3],0.088,False,1301,11576,69,3,1.3.2,1000641,0.031997047
dcrhive.com,mainnet,2022-06-23,2025-08-13 02:43:54,[3],1,False,278,28754,213,1,1.3.2+bec2d12a0,1000641,0.0068371864000000004
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2025-08-13 02:43:54,[3],0.9500000000000001,False,113,14444,97,320,1.3.2+bec2d12a0,1000641,0.0027791440000000003
decred.stake.fun,mainnet,2021-01-28,2025-08-13 02:43:54,[3],0.5,False,45,31466,193,46,1.3.1,1000641,0.0011067388
decredvoting.com,mainnet,2021-02-01,2025-08-13 02:43:54,[3],1,False,124,8024,52,1,1.3.2,1000641,0.0030496803
stakey.net,mainnet,2020-10-22,2025-08-13 02:43:54,[3],1,False,331,35502,271,0,1.3.2+f79363a87,1000641,0.0081406785
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2025-08-13 02:43:54,[3],0.6900000000000001,False,1009,321277,707,898,1.4.0-pre+b0fb5469c,1715986,0.19980198000000002
teststakepool.decred.org,testnet,2020-06-01,1970-01-01 00:00:00,,0,False,0,0,0,0,,0,0
ultravsp.uk,mainnet,2020-12-01,2025-08-13 02:43:54,[3],0.30000000000000004,False,217,18893,116,1,1.4.0-pre+015cf707b,1000641,0.005336940300000001
vote.dcr-swiss.ch,mainnet,2023-06-30,2025-08-13 02:43:54,[3],0.18,False,1098,26401,155,1,1.3.2+bec2d12a0,1000641,0.027004426
vsp.dcr.farm,mainnet,2020-12-09,2025-08-13 02:43:54,[3],0.5,False,225,14982,72,2,1.3.2,1000641,0.0055336940000000005
vsp.decredcommunity.org,mainnet,2020-11-05,2025-08-13 02:43:54,[3],0.49,False,738,20286,132,12,1.3.2+bec2d12a0,1000641,0.018150516000000002
vsp.stakeminer.com,mainnet,2020-11-09,2025-08-13 02:43:55,[3],1,False,240,35039,226,0,1.3.2+81acb861c,1000641,0.005902607000000001
vspd.99split.com,mainnet,2020-11-17,2025-08-13 02:43:54,[3],0.099,True,13,33913,215,104,1.3.2,1000641,0.00031972455
vspd.bass.cf,mainnet,2022-05-01,2025-08-13 02:43:55,[3],0.2,False,250,28639,166,79,1.3.2,1000641,0.0061485490000000005
vspd.decredbrasil.com,mainnet,2020-11-22,1970-01-01 00:00:00,,0,False,0,0,0,0,,0,0
