id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2025-10-03 02:14:27,[3],0.088,False,1333,13893,70,3,1.3.2,1015334,0.03199328
dcrhive.com,mainnet,2022-06-23,2025-10-03 02:14:27,[3],1,False,225,29229,220,1,1.3.2+bec2d12a0,1015334,0.005400216
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2025-10-03 02:14:27,[3],0.9500000000000001,False,110,14644,98,320,1.3.2+bec2d12a0,1015334,0.0026401056
decred.stake.fun,mainnet,2021-01-28,2025-10-03 02:14:27,[3],0.5,False,72,31567,194,46,1.3.1,1015334,0.0017280692000000001
decredvoting.com,mainnet,2021-02-01,2025-10-03 02:14:27,[3],1,False,547,8328,52,1,1.3.2,1015334,0.013128526000000001
stakey.net,mainnet,2020-10-22,2025-10-03 02:14:27,[3],1,False,226,35996,275,0,1.3.2+f79363a87,1015334,0.005424217
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2025-10-03 02:14:27,[3],0.6900000000000001,False,756,352914,781,910,1.4.0-pre+5263bfc2e,1752704,0.18274112
teststakepool.decred.org,testnet,2020-06-01,1970-01-01 00:00:00,,0,False,0,0,0,0,,0,0
ultravsp.uk,mainnet,2020-12-01,2025-10-03 02:14:27,[3],0.30000000000000004,False,376,19528,118,1,1.4.0-pre+015cf707b,1015334,0.009024361
vote.dcr-swiss.ch,mainnet,2023-06-30,2025-10-03 02:14:27,[3],0.18,False,997,28238,173,1,1.3.2+bec2d12a0,1015334,0.023928957
vsp.dcr.farm,mainnet,2020-12-09,2025-10-03 02:14:27,[3],0.5,False,245,15649,85,2,1.3.2,1015334,0.005880235
vsp.decredcommunity.org,mainnet,2020-11-05,2025-10-03 02:14:27,[3],0.49,False,434,21447,136,12,1.3.2+bec2d12a0,1015334,0.010416416000000001
vsp.stakeminer.com,mainnet,2020-11-09,2025-10-03 02:14:27,[3],1,False,268,35503,230,0,1.3.2+81acb861c,1015334,0.006432257
vspd.99split.com,mainnet,2020-11-17,1970-01-01 00:00:00,,0,False,0,0,0,0,,0,0
vspd.bass.cf,mainnet,2022-05-01,2025-10-03 02:14:27,[3],0.2,False,297,29072,173,79,1.3.2,1015334,0.0071282852
vspd.decredbrasil.com,mainnet,2020-11-22,1970-01-01 00:00:00,,0,False,0,0,0,0,,0,0
