id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2025-11-10 02:44:14,[3],0.088,False,1246,15649,79,3,1.3.2,1026450,0.029499503000000003
dcrhive.com,mainnet,2022-06-23,2025-11-10 02:44:14,[3],1,False,292,29547,224,1,1.3.2+bec2d12a0,1026450,0.006913206000000001
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2025-11-10 02:44:14,[3],0.9500000000000001,False,113,14773,99,320,1.3.2+bec2d12a0,1026449,0.0026750627
decred.stake.fun,mainnet,2021-01-28,2025-11-10 02:44:14,[3],0.5,False,76,31651,194,46,1.3.1,1026450,0.0017993277000000001
decredvoting.com,mainnet,2021-02-01,2025-11-10 02:44:14,[3],1,False,311,8954,61,1,1.3.2,1026450,0.007363038000000001
stakey.net,mainnet,2020-10-22,2025-11-10 02:44:14,[3],1,False,175,36239,276,4,1.3.2+f79363a87,1026450,0.004143188700000001
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2025-11-10 02:44:14,[3],0.6900000000000001,False,524,371265,832,1063,1.4.0-pre+5263bfc2e,1780078,0.102164164
teststakepool.decred.org,testnet,2020-06-01,1970-01-01 00:00:00,,0,False,0,0,0,0,,0,0
ultravsp.uk,mainnet,2020-12-01,2025-11-10 02:44:14,[3],0.30000000000000004,False,324,19905,120,3,1.4.0-pre+015cf707b,1024726,0.007836687
vote.dcr-swiss.ch,mainnet,2023-06-30,2025-11-10 02:44:14,[3],0.18,False,1079,29463,185,1,1.3.2+bec2d12a0,1026450,0.025545716000000003
vsp.dcr.farm,mainnet,2020-12-09,2025-11-10 02:44:14,[3],0.5,False,108,15874,90,2,1.3.2,1026450,0.0025569391000000003
vsp.decredcommunity.org,mainnet,2020-11-05,2025-11-10 02:44:14,[3],0.49,False,419,22009,140,12,1.3.2+bec2d12a0,1026449,0.009919038
vsp.stakeminer.com,mainnet,2020-11-09,2025-11-10 02:44:14,[3],1,False,218,35828,233,0,1.3.2+81acb861c,1026450,0.005161229000000001
vspd.99split.com,mainnet,2020-11-17,1970-01-01 00:00:00,,0,False,0,0,0,0,,0,0
vspd.bass.cf,mainnet,2022-05-01,2025-11-10 02:44:14,[3],0.16,False,458,29540,174,79,1.3.2,1026450,0.010843316
vspd.decredbrasil.com,mainnet,2020-11-22,1970-01-01 00:00:00,,0,False,0,0,0,0,,0,0
